Bin Id	Completeness	Completeness_General	Contamination	Completeness_Specific	Completeness_Model_Used	Translation_Table_Used	Coding_Density	Contig_N50	Average_Gene_Length	Genome_Size	GC_Content	Total_Coding_Sequences	Additional_Notes	Quality_score	Sample	Ambigious_bases	Length_contigs	Length_scaffolds	N50	N_contigs	N_scaffolds	logN50
SRR11183772_MAG1	98.21	98.21	7.92	99.93	Gradient Boost (General Model)	11	0.882	30547	295.4047085201794	2682572	0.57	2676	None	58.60999999999999	SRR11183772	0	2682572	2682572	30547	281	281	10.32702176010517
SRR11183772_MAG2	51.9	51.9	0.12	52.37	Gradient Boost (General Model)	11	0.893	28396	310.4599375650364	1000773	0.53	961	None	51.3	SRR11183772	0	1000773	1000773	28396	56	56	10.254003569159275
AtH2023_SRR11183776_MAG1	80.43	80.43	0.62	79.91	Gradient Boost (General Model)	11	0.907	5159	280.1640838650866	2028171	0.44	2194	None	77.33000000000001	SRR11183776	0	2028171	2028171	5159	480	480	8.54849804124465
AtH2023_SRR11183776_MAG2	88.64	88.64	1.43	83.15	Gradient Boost (General Model)	11	0.894	7029	276.7637698898409	1515371	0.54	1634	None	81.49	SRR11183776	0	1515371	1515371	7029	287	287	8.857799727175905
AtH2023_SRR11183776_MAG3	99.79	100.0	0.05	99.79	Neural Network (Specific Model)	11	0.906	568042	361.5225522552256	1085016	0.42	909	None	99.54	SRR11183776	0	1085016	1085016	568042	3	3	13.249950638631562
AtH2023_SRR11183780_MAG1	95.5	98.86	1.46	95.5	Neural Network (Specific Model)	11	0.872	17263	287.7608573040045	1752742	0.39	1773	None	88.2	SRR11183780	0	1752742	1752742	17263	220	220	9.756320761816548
AtH2023_SRR11183780_MAG2	83.09	88.64	0.4	83.09	Neural Network (Specific Model)	11	0.898	9752	277.08011363636365	1626169	0.35	1760	None	81.09	SRR11183780	0	1626169	1626169	9752	283	283	9.185227671161108
AtH2023_SRR11183807_MAG1	97.42	99.62	0.1	97.42	Neural Network (Specific Model)	11	0.894	23133	293.9590305828044	1706160	0.38	1733	None	96.92	SRR11183807	0	1706160	1706160	23133	120	120	10.04901544850107
AtH2023_SRR11183807_MAG2	91.57	98.27	0.48	91.57	Neural Network (Specific Model)	11	0.89	20181	292.18164556962023	1554206	0.39	1580	None	89.16999999999999	SRR11183807	0	1554206	1554206	20181	122	122	9.912496846693715
AtH2023_SRR11183807_MAG3	83.52	95.26	0.73	83.52	Neural Network (Specific Model)	11	0.897	28856	329.6867043847242	1557321	0.51	1414	None	79.86999999999999	SRR11183807	0	1557321	1557321	28856	96	96	10.270073222583376
AtH2023_SRR11183842_MAG1	95.39	95.39	0.9	96.43	Gradient Boost (General Model)	11	0.897	26209	306.4092999489014	2001774	0.44	1957	None	90.89	SRR11183842	0	2001774	2001774	26209	124	124	10.17385814221302
AtH2023_SRR11183842_MAG2	92.46	92.46	4.55	88.64	Gradient Boost (General Model)	11	0.9	10131	278.33607907743	1684913	0.26	1821	None	69.71	SRR11183842	0	1684913	1684913	10131	230	230	9.223355309053677
AtH2023_SRR11183842_MAG3	100.0	100.0	3.29	88.45	Gradient Boost (General Model)	11	0.894	17584	302.4387333639284	2207487	0.57	2179	None	83.55	SRR11183842	0	2207487	2207487	17584	184	184	9.774744676643405
AtH2023_SRR11183842_MAG4	87.49	96.62	1.12	87.49	Neural Network (Specific Model)	11	0.889	23028	328.0590500641849	1722223	0.51	1558	None	81.89	SRR11183842	0	1722223	1722223	23028	107	107	10.0444661457957
AtH2023_SRR11183845_MAG1	94.83	96.26	1.33	94.83	Neural Network (Specific Model)	11	0.893	6086	279.1089859256586	2593121	0.69	2771	None	88.17999999999999	SRR11183845	0	2593121	2593121	6086	630	630	8.713746330456916
AtH2023_SRR11183845_MAG2	98.29	98.29	4.6	96.02	Gradient Boost (General Model)	11	0.915	27474	303.1934325295024	1932379	0.36	1949	None	75.29	SRR11183845	0	1932379	1932379	27474	167	167	10.220995381885151
AtH2023_SRR11183845_MAG3	85.31	78.86	1.28	85.31	Neural Network (Specific Model)	11	0.847	6229	306.7008797653959	2218050	0.57	2046	None	78.91	SRR11183845	0	2218050	2218050	6229	439	439	8.736971085254146
AtH2023_SRR11183845_MAG4	84.36	100.0	2.73	84.36	Neural Network (Specific Model)	11	0.868	11027	316.5686922060766	1653803	0.6	1514	None	70.71	SRR11183845	0	1653803	1653803	11027	200	200	9.30810208975868
AtH2023_SRR11183845_MAG5	88.96	96.37	0.12	88.96	Neural Network (Specific Model)	11	0.892	22479	323.4684450227716	1669519	0.51	1537	None	88.36	SRR11183845	0	1669519	1669519	22479	103	103	10.02033681903242
AtH2023_SRR11183845_MAG6	94.73	94.73	1.38	87.02	Gradient Boost (General Model)	11	0.892	9667	278.706561922366	2024091	0.34	2164	None	87.83	SRR11183845	0	2024091	2024091	9667	275	275	9.176473302464606
AtH2023_SRR11183845_MAG7	85.86	87.94	3.29	85.86	Neural Network (Specific Model)	11	0.89	10241	305.3628454452405	2008898	0.6	1954	None	69.41	SRR11183845	0	2008898	2008898	10241	296	296	9.234154550075438
AtH2023_SRR11183869_MAG1	98.82	98.57	1.25	98.82	Neural Network (Specific Model)	11	0.887	29645	313.984126984127	2405465	0.6	2268	None	92.57	SRR11183869	0	2405465	2405465	29645	185	185	10.297048756141468
AtH2023_SRR11183869_MAG2	93.38	93.38	1.17	82.98	Gradient Boost (General Model)	11	0.9	7877	281.43485714285714	1638250	0.63	1750	None	87.53	SRR11183869	0	1638250	1638250	7877	281	281	8.971702399703325
AtH2023_SRR11183872_MAG1	89.43	82.15	2.89	89.43	Neural Network (Specific Model)	11	0.88	10976	274.5467391304348	1719321	0.38	1840	None	74.98	SRR11183872	0	1719321	1719321	10976	263	263	9.303466349965667
AtH2023_SRR11183872_MAG2	85.41	95.9	1.23	85.41	Neural Network (Specific Model)	11	0.905	14349	283.6275571600481	1559501	0.35	1662	None	79.25999999999999	SRR11183872	0	1559501	1559501	14349	197	197	9.571435532348406
AtH2023_SRR11183872_MAG3	87.2	95.99	2.1	87.2	Neural Network (Specific Model)	11	0.89	18774	303.51541850220264	2319366	0.44	2270	None	76.7	SRR11183872	0	2319366	2319366	18774	191	191	9.840228212896935
AtH2023_SRR11183872_MAG4	88.1	93.78	0.09	88.1	Neural Network (Specific Model)	11	0.892	19714	321.1570782159017	1668617	0.51	1547	None	87.64999999999999	SRR11183872	0	1668617	1668617	19714	115	115	9.889084322225385
AtH2023_SRR11183874_MAG1	96.58	96.58	0.37	95.96	Gradient Boost (General Model)	11	0.893	35319	303.9472851871376	1932772	0.62	1897	None	94.73	SRR11183874	0	1932772	1932772	35319	89	89	10.472176341746309
AtH2023_SRR11183874_MAG2	88.56	87.06	0.92	88.56	Neural Network (Specific Model)	11	0.891	18298	352.66146095717886	2354367	0.47	1985	None	83.96000000000001	SRR11183874	0	2354367	2354367	18298	202	202	9.81454704323948
AtH2023_SRR11183877_MAG1	99.84	98.35	1.41	99.84	Neural Network (Specific Model)	11	0.911	142837	334.9352517985611	2600507	0.37	2363	None	92.79	SRR11183877	0	2600507	2600507	142837	78	78	11.869459398967528
AtH2023_SRR11183877_MAG2	99.83	100.0	0.24	99.83	Neural Network (Specific Model)	11	0.879	79780	357.9003194888179	1909821	0.61	1565	None	98.63	SRR11183877	0	1909821	1909821	79780	54	54	11.287028125459395
AtH2023_SRR11183877_MAG3	99.99	100.0	0.56	99.99	Neural Network (Specific Model)	11	0.89	41671	287.7799208704253	1957767	0.38	2022	None	97.19	SRR11183877	0	1957767	1957767	41671	90	90	10.637560722208704
AtH2023_SRR11183877_MAG4	98.35	98.35	1.71	97.69	Gradient Boost (General Model)	11	0.92	21221	318.4194015444015	2147144	0.38	2072	None	89.8	SRR11183877	0	2147144	2147144	21221	185	185	9.96274653641105
AtH2023_SRR11183877_MAG5	91.63	96.71	0.21	91.63	Neural Network (Specific Model)	11	0.893	23764	325.84823677581863	1734101	0.51	1588	None	90.58	SRR11183877	0	1734101	1734101	23764	109	109	10.075927109475632
AtH2023_SRR11183877_MAG6	98.93	98.93	0.54	99.65	Gradient Boost (General Model)	11	0.909	58023	327.82296137339057	2013887	0.46	1864	None	96.23	SRR11183877	0	2013887	2013887	58023	53	53	10.96859476264684
AtH2023_SRR11183878_MAG1	89.79	89.79	1.62	91.13	Gradient Boost (General Model)	11	0.89	7296	284.82160664819946	1730465	0.5	1805	None	81.69	SRR11183878	0	1730465	1730465	7296	313	313	8.895081531754167
AtH2023_SRR11183878_MAG2	95.63	95.63	2.93	90.79	Gradient Boost (General Model)	11	0.895	7998	287.4810289389068	1495135	0.51	1555	None	80.97999999999999	SRR11183878	0	1495135	1495135	7998	239	239	8.986946789406764
AtH2023_SRR11183878_MAG3	93.01	97.97	1.77	93.01	Neural Network (Specific Model)	11	0.891	16690	287.28050541516245	2674812	0.44	2770	None	84.16000000000001	SRR11183878	0	2674812	2674812	16690	296	296	9.72256501665588
AtH2023_SRR11183878_MAG4	97.52	97.52	0.05	99.03	Gradient Boost (General Model)	11	0.923	17657	312.65733197556006	1991999	0.38	1964	None	97.27	SRR11183878	0	1991999	1991999	17657	202	202	9.778887584302796
AtH2023_SRR11183878_MAG5	89.41	95.05	0.09	89.41	Neural Network (Specific Model)	11	0.895	22323	323.6888612321095	1739870	0.51	1607	None	88.96	SRR11183878	0	1739870	1739870	22323	110	110	10.01337281606537
AtH2023_SRR11183878_MAG6	93.91	100.0	0.05	93.91	Neural Network (Specific Model)	11	0.909	22474	331.3558606124604	1032421	0.42	947	None	93.66	SRR11183878	0	1032421	1032421	22474	72	72	10.020114364467847
AtH2023_SRR11183895_MAG1	92.63	96.16	0.1	92.63	Neural Network (Specific Model)	11	0.888	13020	277.3020572002007	1864936	0.38	1993	None	92.13	SRR11183895	0	1864936	1864936	13020	237	237	9.47424191576256
SRR11183901_MAG1	94.69	100.0	1.28	94.69	Neural Network (Specific Model)	11	0.869	33634	307.99307036247336	1992506	0.52	1876	None	88.28999999999999	SRR11183901	0	1992506	1992506	33634	96	96	10.423292739082695
SRR11183901_MAG2	99.97	100.0	0.34	99.97	Neural Network (Specific Model)	11	0.864	73101	304.1923595505618	2347544	0.47	2225	None	98.27	SRR11183901	0	2347544	2347544	73101	111	111	11.199597325534862
SRR11183901_MAG3	85.48	96.13	0.84	85.48	Neural Network (Specific Model)	11	0.882	29415	327.77849323889245	1727130	0.51	1553	None	81.28	SRR11183901	0	1727130	1727130	29415	124	124	10.289260027298557
SRR11183901_MAG4	94.43	93.44	2.11	94.43	Neural Network (Specific Model)	11	0.898	13990	304.98699808795413	2659648	0.44	2615	None	83.88000000000001	SRR11183901	0	2659648	2659648	13990	333	333	9.546098067659528
SRR11183901_MAG5	81.92	81.92	3.68	79.85	Gradient Boost (General Model)	11	0.884	8257	290.63803088803087	2040343	0.57	2072	None	63.52	SRR11183901	0	2040343	2040343	8257	341	341	9.01881660441743
SRR11183901_MAG6	91.15	95.36	0.03	91.15	Neural Network (Specific Model)	11	0.924	18358	317.1401041666667	1973579	0.38	1920	None	91.0	SRR11183901	0	1973579	1973579	18358	196	196	9.817820725779036
SRR11183901_MAG7	98.62	98.62	6.76	92.0	Gradient Boost (General Model)	11	0.902	12687	284.26302150816275	3638249	0.43	3859	None	64.82000000000001	SRR11183901	0	3638249	3638249	12687	500	500	9.448333126140598
SRR11183901_MAG8	93.62	99.79	0.81	93.62	Neural Network (Specific Model)	11	0.894	12525	281.50537026568685	1668664	0.38	1769	None	89.57000000000001	SRR11183901	0	1668664	1668664	12525	194	194	9.435481925953065
SRR11183901_MAG9	94.93	94.93	8.7	94.21	Gradient Boost (General Model)	11	0.913	28449	277.5817465528562	1387265	0.29	1523	None	51.43000000000001	SRR11183901	0	1387265	1387265	28449	85	85	10.255868289551836
AtH2023_SRR11183914_MAG1	100.0	100.0	0.85	100.0	Neural Network (Specific Model)	11	0.856	72521	301.3394807085659	4342023	0.42	4121	None	95.75	SRR11183914	0	4342023	4342023	72521	217	217	11.19163145407322
AtH2023_SRR11183914_MAG2	80.13	85.42	0.98	80.13	Neural Network (Specific Model)	11	0.904	7350	305.72758860319664	1456924	0.51	1439	None	75.22999999999999	SRR11183914	0	1456924	1456924	7350	257	257	8.902455592206882
AtH2023_SRR11183914_MAG3	93.95	93.95	4.93	90.78	Gradient Boost (General Model)	11	0.885	8827	272.3965838509317	2966809	0.44	3220	None	69.30000000000001	SRR11183914	0	2966809	2966809	8827	513	513	9.085570485020233
AtH2023_SRR11183914_MAG4	83.37	93.02	0.12	83.37	Neural Network (Specific Model)	11	0.884	7702	279.52511160714283	1696734	0.39	1792	None	82.77000000000001	SRR11183914	0	1696734	1696734	7702	297	297	8.949235314374855
AtH2023_SRR11183919_MAG1	68.64	80.48	0.11	68.64	Neural Network (Specific Model)	11	0.893	20331	286.3131672597865	1079959	0.39	1124	None	68.09	SRR11183919	0	1079959	1079959	20331	85	85	9.919902093804223
AtH2023_SRR11183924_MAG1	87.2	88.66	2.43	87.2	Neural Network (Specific Model)	11	0.901	13237	288.01118963486454	1626881	0.34	1698	None	75.05	SRR11183924	0	1626881	1626881	13237	195	195	9.490771217713773
AtH2023_SRR11183924_MAG2	99.17	99.06	0.55	99.17	Neural Network (Specific Model)	11	0.885	17931	288.0176470588235	1657238	0.39	1700	None	96.42	SRR11183924	0	1657238	1657238	17931	149	149	9.794286337492364
AtH2023_SRR11183935_MAG1	99.99	100.0	0.66	99.99	Neural Network (Specific Model)	11	0.872	17873	279.4950884086444	1953773	0.38	2036	None	96.69	SRR11183935	0	1953773	1953773	17873	223	223	9.79104647319038
AtH2023_SRR11183935_MAG2	99.94	100.0	0.8	99.94	Neural Network (Specific Model)	11	0.884	19379	292.3901220865705	1785455	0.39	1802	None	95.94	SRR11183935	0	1785455	1785455	19379	153	153	9.87194528452625
AtH2023_SRR11183939_MAG1	78.03	79.76	0.6	78.03	Neural Network (Specific Model)	11	0.896	65374	326.466038671294	2202007	0.6	2017	None	75.03	SRR11183939	0	2202007	2202007	65374	58	58	11.08787990488312
AtH2023_SRR11183939_MAG2	99.6	99.6	0.99	99.02	Gradient Boost (General Model)	11	0.857	35761	295.551145038168	2706145	0.42	2620	None	94.65	SRR11183939	0	2706145	2706145	35761	203	203	10.484613193102277
AtH2023_SRR11183939_MAG3	84.55	84.55	0.91	83.54	Gradient Boost (General Model)	11	0.901	36000	308.5234899328859	1681673	0.62	1639	None	80.0	SRR11183939	0	1681673	1681673	36000	84	84	10.491274217438248
AtH2023_SRR11183939_MAG4	99.77	98.61	0.2	99.77	Neural Network (Specific Model)	11	0.907	39263	300.75342465753425	1668296	0.31	1679	None	98.77	SRR11183939	0	1668296	1668296	39263	79	79	10.57803787856365
AtH2023_SRR11183939_MAG5	77.18	85.47	0.1	77.18	Neural Network (Specific Model)	11	0.881	60431	298.52272727272725	1384063	0.4	1364	None	76.68	SRR11183939	0	1384063	1384063	60431	53	53	11.009257497290836
AtH2023_SRR11183955_MAG1	86.39	96.09	2.9	86.39	Neural Network (Specific Model)	11	0.929	18157	293.6144781144781	1686155	0.34	1782	None	71.89	SRR11183955	0	1686155	1686155	18157	139	139	9.806811440270668
AtH2023_SRR11183969_MAG1	99.48	99.48	0.05	99.78	Gradient Boost (General Model)	11	0.874	33258	317.96741854636593	1737545	0.61	1596	None	99.23	SRR11183969	0	1737545	1737545	33258	91	91	10.41205061864786
AtH2023_SRR11183969_MAG2	94.27	94.27	1.86	84.0	Gradient Boost (General Model)	11	0.917	6177	278.9971804511278	1939096	0.38	2128	None	84.97	SRR11183969	0	1939096	1939096	6177	403	403	8.728587995695898
AtH2023_SRR11183978_MAG1	84.52	91.42	0.71	84.52	Neural Network (Specific Model)	11	0.885	5548	282.3759881422925	1935004	0.65	2024	None	80.97	SRR11183978	0	1935004	1935004	5548	418	418	8.621192781434722
AtH2023_SRR11183978_MAG2	85.4	94.2	1.56	85.4	Neural Network (Specific Model)	11	0.912	37596	292.46938775510205	1787335	0.38	1862	None	77.60000000000001	SRR11183978	0	1787335	1787335	37596	83	83	10.534652940740193
AtH2023_SRR11183978_MAG3	86.15	93.8	0.3	86.15	Neural Network (Specific Model)	11	0.889	57346	312.3848697809012	2544210	0.44	2419	None	84.65	SRR11183978	0	2544210	2544210	57346	80	80	10.956858372958548
AtH2023_SRR11183984_MAG1	98.89	97.96	5.4	98.89	Neural Network (Specific Model)	11	0.844	10479	301.1054804804805	2846066	0.56	2664	None	71.89	SRR11183984	0	2846066	2846066	10479	492	492	9.257128533474942
AtH2023_SRR11183984_MAG2	87.18	90.9	2.11	87.18	Neural Network (Specific Model)	11	0.893	9211	272.81582125603865	1515173	0.34	1656	None	76.63000000000001	SRR11183984	0	1515173	1515173	9211	246	246	9.128153700988236
AtH2023_SRR11183984_MAG3	89.47	97.69	0.09	89.47	Neural Network (Specific Model)	11	0.887	24671	301.3083989501312	1550922	0.39	1524	None	89.02	SRR11183984	0	1550922	1550922	24671	85	85	10.113383743764707
AtH2023_SRR11184022_MAG1	89.82	92.6	0.8	89.82	Neural Network (Specific Model)	11	0.898	8420	315.9050955414013	1653950	0.64	1570	None	85.82	SRR11184022	0	1653950	1653950	8420	252	252	9.038365107236372
AtH2023_SRR11184022_MAG2	87.0	93.18	0.54	87.0	Neural Network (Specific Model)	11	0.87	7393	312.1957671957672	2440354	0.48	2268	None	84.3	SRR11184022	0	2440354	2440354	7393	411	411	8.9082888855571
AtH2023_SRR11184022_MAG3	83.58	83.58	5.09	83.72	Gradient Boost (General Model)	11	0.897	9210	311.8915499322187	2304935	0.54	2213	None	58.13	SRR11184022	0	2304935	2304935	9210	326	326	9.128045129249353
AtH2023_SRR11184022_MAG4	88.04	93.0	1.03	88.04	Neural Network (Specific Model)	11	0.869	8923	308.22121014964216	1634646	0.6	1537	None	82.89	SRR11184022	0	1634646	1634646	8923	260	260	9.09638749190015
AtH2023_SRR11184022_MAG5	86.81	83.83	1.23	86.81	Neural Network (Specific Model)	11	0.884	18859	316.94805194805195	1736291	0.51	1617	None	80.66	SRR11184022	0	1736291	1736291	18859	122	122	9.844745532512365
AtH2023_SRR11184022_MAG6	94.27	94.27	2.79	94.85	Gradient Boost (General Model)	11	0.899	14367	318.32717520858165	1781006	0.6	1678	None	80.32	SRR11184022	0	1781006	1781006	14367	176	176	9.57268918901072
AtH2023_SRR11184041_MAG1	99.87	98.65	1.47	99.87	Neural Network (Specific Model)	11	0.89	53574	311.54487179487177	2945178	0.58	2808	None	92.52	SRR11184041	0	2945178	2945178	53574	173	173	10.88881915474527
AtH2023_SRR11184045_MAG1	99.92	97.94	1.08	99.92	Neural Network (Specific Model)	11	0.871	58538	327.29461942257217	3431781	0.55	3048	None	94.52	SRR11184045	0	3431781	3431781	58538	102	102	10.977431394988525
AtH2023_SRR11184045_MAG2	96.67	96.67	0.49	90.53	Gradient Boost (General Model)	11	0.889	20580	308.0332122470161	1999848	0.6	1927	None	94.22	SRR11184045	0	1999848	1999848	20580	149	149	9.93207500938804
AtH2023_SRR11184045_MAG3	89.22	96.41	0.08	89.22	Neural Network (Specific Model)	11	0.889	28699	322.5840151038389	1725935	0.51	1589	None	88.82	SRR11184045	0	1725935	1725935	28699	112	112	10.264617557935098
AtH2023_SRR11184045_MAG4	96.99	96.99	0.67	87.66	Gradient Boost (General Model)	11	0.924	22841	298.9886972040452	1627128	0.33	1681	None	93.64	SRR11184045	0	1627128	1627128	22841	136	136	10.036312445648631
AtH2023_SRR11184045_MAG5	83.64	83.64	0.18	77.66	Gradient Boost (General Model)	11	0.903	69571	328.81035642232683	1622264	0.4	1487	None	82.74	SRR11184045	0	1622264	1622264	69571	31	31	11.150103092826168
AtH2023_SRR11184050_MAG1	96.77	96.77	0.72	99.76	Gradient Boost (General Model)	11	0.885	30864	299.9257641921397	2092652	0.6	2061	None	93.17	SRR11184050	0	2092652	2092652	30864	129	129	10.33734573514551
AtH2023_SRR11184050_MAG2	93.74	94.29	0.51	93.74	Neural Network (Specific Model)	11	0.887	8118	282.0743782797171	4172217	0.51	4383	None	91.19	SRR11184050	0	4172217	4172217	8118	714	714	9.001839097398843
AtH2023_SRR11184050_MAG3	95.09	95.09	0.5	98.63	Gradient Boost (General Model)	11	0.903	12193	315.16575922565033	1729066	0.6	1653	None	92.59	SRR11184050	0	1729066	1729066	12193	190	190	9.408617295560266
AtH2023_SRR11184060_MAG1	87.63	87.63	2.63	85.63	Gradient Boost (General Model)	11	0.889	6405	276.28394449950446	1878458	0.52	2018	None	74.47999999999999	SRR11184060	0	1878458	1878458	6405	370	370	8.764834214330834
AtH2023_SRR11184060_MAG2	88.97	96.55	0.83	88.97	Neural Network (Specific Model)	11	0.894	6831	313.82176520994	3683646	0.43	3501	None	84.82	SRR11184060	0	3683646	3683646	6831	707	707	8.82922635473185
AtH2023_SRR11184060_MAG3	96.61	96.61	2.58	91.91	Gradient Boost (General Model)	11	0.896	15414	293.5850580514892	1943592	0.61	1981	None	83.71	SRR11184060	0	1943592	1943592	15414	177	177	9.643031466337938
AtH2023_SRR11184073_MAG1	92.62	96.6	0.55	92.62	Neural Network (Specific Model)	11	0.884	21670	293.2889403590041	1716224	0.39	1727	None	89.87	SRR11184073	0	1716224	1716224	21670	179	179	9.983684094530403
AtH2023_SRR11184073_MAG2	78.3	79.76	2.7	78.3	Neural Network (Specific Model)	11	0.88	17644	283.77501678979183	1438064	0.39	1489	None	64.8	SRR11184073	0	1438064	1438064	17644	175	175	9.77815106122483
AtH2023_SRR11184073_MAG3	61.05	66.05	0.15	61.05	Neural Network (Specific Model)	11	0.896	30909	301.33425160697885	1097844	0.35	1089	None	60.3	SRR11184073	0	1097844	1097844	30909	67	67	10.338802682613178
AtH2023_SRR11184073_MAG4	59.62	60.65	0.07	59.62	Neural Network (Specific Model)	11	0.884	18736	328.66770508826585	1071954	0.52	963	None	59.27	SRR11184073	0	1071954	1071954	18736	72	72	9.838202085837498
AtH2023_SRR11184074_MAG1	92.69	92.69	1.8	86.75	Gradient Boost (General Model)	11	0.893	8500	274.7929759704251	1992942	0.34	2164	None	83.69	SRR11184074	0	1992942	1992942	8500	335	335	9.047821442478408
AtH2023_SRR11184074_MAG2	85.07	95.12	1.01	85.07	Neural Network (Specific Model)	11	0.902	8210	305.866927592955	1556662	0.51	1533	None	80.02	SRR11184074	0	1556662	1556662	8210	250	250	9.013108202446476
AtH2023_SRR11184074_MAG3	84.07	99.33	0.21	84.07	Neural Network (Specific Model)	11	0.885	31720	294.2964480874317	1458525	0.39	1464	None	83.02	SRR11184074	0	1458525	1458525	31720	82	82	10.364702675748784
AtH2023_SRR11184096_MAG1	96.63	96.63	0.97	88.57	Gradient Boost (General Model)	11	0.894	20280	292.3098524512137	2056378	0.34	2101	None	91.78	SRR11184096	0	2056378	2056378	20280	163	163	9.91739045770512
AtH2023_SRR11185229_MAG01	99.11	99.11	1.87	91.54	Gradient Boost (General Model)	11	0.886	25273	301.35317658829416	2035464	0.54	1999	None	89.75999999999999	SRR11185229	0	2035464	2035464	25273	164	164	10.137491911183083
AtH2023_SRR11185229_MAG02	92.66	96.78	2.52	92.66	Neural Network (Specific Model)	11	0.897	8412	294.8800152846771	2578352	0.7	2617	None	80.06	SRR11185229	0	2578352	2578352	8412	505	505	9.03741453682259
AtH2023_SRR11185229_MAG03	94.0	94.0	1.78	85.11	Gradient Boost (General Model)	11	0.907	11687	288.8871274571972	1503865	0.53	1577	None	85.1	SRR11185229	0	1503865	1503865	11687	203	203	9.366232391933156
AtH2023_SRR11185229_MAG04	95.65	95.65	5.52	87.64	Gradient Boost (General Model)	11	0.91	48523	340.0726862302483	2479272	0.52	2215	None	68.05000000000001	SRR11185229	0	2479272	2479272	48523	163	163	10.789793191319704
AtH2023_SRR11185229_MAG05	92.85	92.85	1.05	89.82	Gradient Boost (General Model)	11	0.875	16582	304.82814814814816	2112743	0.53	2025	None	87.6	SRR11185229	0	2112743	2112743	16582	221	221	9.716073048676163
AtH2023_SRR11185229_MAG06	93.62	93.62	2.01	85.37	Gradient Boost (General Model)	11	0.869	21541	280.4507592190889	2226838	0.34	2305	None	83.57000000000001	SRR11185229	0	2226838	2226838	21541	205	205	9.9777133748881
AtH2023_SRR11185229_MAG07	81.14	77.32	0.11	81.14	Neural Network (Specific Model)	11	0.84	12348	315.27733026467206	1952744	0.57	1738	None	80.59	SRR11185229	0	1952744	1952744	12348	230	230	9.42124938562205
AtH2023_SRR11185229_MAG08	93.18	93.18	2.29	91.79	Gradient Boost (General Model)	11	0.919	27669	308.4274017467249	1840907	0.36	1832	None	81.73	SRR11185229	0	1840907	1840907	27669	134	134	10.228067931903828
AtH2023_SRR11185229_MAG09	96.64	96.64	2.27	92.55	Gradient Boost (General Model)	11	0.923	13846	278.66142506142506	1837979	0.38	2035	None	85.29	SRR11185229	0	1837979	1837979	13846	257	257	9.53575166123797
AtH2023_SRR11185229_MAG10	95.11	95.11	1.28	92.46	Gradient Boost (General Model)	11	0.899	27734	315.98375350140054	1878515	0.5	1785	None	88.71	SRR11185229	0	1878515	1878515	27734	127	127	10.23041437631381
AtH2023_SRR11185229_MAG11	82.71	82.71	4.15	73.02	Gradient Boost (General Model)	11	0.893	37364	319.6610878661088	1793102	0.57	1673	None	61.96	SRR11185229	0	1793102	1793102	37364	112	112	10.52846295299274
AtH2023_SRR11185229_MAG12	89.78	89.78	0.33	80.6	Gradient Boost (General Model)	11	0.863	38515	291.99365482233503	1597536	0.55	1576	None	88.13	SRR11185229	0	1597536	1597536	38515	74	74	10.558803054787068
AtH2023_SRR11185229_MAG13	95.69	95.69	2.05	92.48	Gradient Boost (General Model)	11	0.912	19669	283.75669291338585	1182794	0.28	1270	None	85.44	SRR11185229	0	1182794	1182794	19669	122	122	9.886799071249891
AtH2023_SRR11185229_MAG14	93.28	84.94	4.09	93.28	Neural Network (Specific Model)	11	0.873	70772	332.2349923037455	2223019	0.61	1949	None	72.83	SRR11185229	0	2223019	2223019	70772	107	107	11.167218721232894
AtH2023_SRR11185229_MAG15	97.73	97.73	0.46	89.5	Gradient Boost (General Model)	11	0.903	148690	308.60929519918284	2004654	0.41	1958	None	95.43	SRR11185229	0	2004654	2004654	148690	72	72	11.90961888069127
AtH2023_SRR11185229_MAG16	99.28	100.0	0.1	99.28	Neural Network (Specific Model)	11	0.901	57104	341.9667738478028	1059279	0.42	933	None	98.78	SRR11185229	0	1059279	1059279	57104	49	49	10.952629445729942
AtH2023_SRR11185229_MAG17	64.48	79.77	0.51	64.48	Neural Network (Specific Model)	11	0.9	28260	287.1733561058924	1119268	0.38	1171	None	61.93000000000001	SRR11185229	0	1119268	1119268	28260	72	72	10.249202656238518
AtH2023_SRR11185229_MAG18	84.84	98.15	4.6	84.84	Neural Network (Specific Model)	11	0.897	23680	317.5193640440277	2600964	0.43	2453	None	61.84	SRR11185229	0	2600964	2600964	23680	173	173	10.07238608899794
AtH2023_SRR11185229_MAG19	73.57	71.29	0.68	73.57	Neural Network (Specific Model)	11	0.898	5730	297.14723926380367	1454557	0.66	1467	None	70.16999999999999	SRR11185229	0	1454557	1454557	5730	305	305	8.653470809708786
AtH2023_SRR11185229_MAG20	82.35	82.35	0.31	76.67	Gradient Boost (General Model)	11	0.883	5942	308.29485179407175	2010950	0.62	1923	None	80.8	SRR11185229	0	2010950	2010950	5942	406	406	8.689801056022553
AtH2023_SRR11185229_MAG21	94.85	94.85	2.02	84.3	Gradient Boost (General Model)	11	0.929	24620	369.8580968280468	2142508	0.5	1797	None	84.75	SRR11185229	0	2142508	2142508	24620	144	144	10.111314399738443
AtH2023_SRR11185229_MAG22	88.66	88.66	2.25	78.19	Gradient Boost (General Model)	11	0.939	9633	290.10455764075067	1034008	0.32	1119	None	77.41	SRR11185229	0	1034008	1034008	9633	154	154	9.172949982757624
