genome,secondary_cluster,threshold,cluster_method,comparison_algorithm,primary_cluster
AtH2023_SRR17241681_MAG29.fasta,232_2,0.010000000000000009,average,fastANI,232
AtH2023_SRR8960562_MAG27.fasta,232_2,0.010000000000000009,average,fastANI,232
AtH2023_SRR11489788_MAG10.fasta,233_0,0.010000000000000009,average,fastANI,233
AtH2023_SRR11185233_MAG09.fasta,234_1,0.010000000000000009,average,fastANI,234
AtH2023_SRR8960132_MAG11.fasta,234_2,0.010000000000000009,average,fastANI,234
AtH2023_ERR1135200_MAG18.fasta,234_3,0.010000000000000009,average,fastANI,234
AtH2023_ERR1135201_MAG01.fasta,234_4,0.010000000000000009,average,fastANI,234
AtH2023_SRR17241564_MAG35.fasta,234_5,0.010000000000000009,average,fastANI,234
AtH2023_SRR17241638_MAG08.fasta,234_6,0.010000000000000009,average,fastANI,234
AtH2023_ERR1135198_MAG11.fasta,234_7,0.010000000000000009,average,fastANI,234
AtH2023_SRR17241544_MAG19.fasta,234_8,0.010000000000000009,average,fastANI,234
AtH2023_SRR11125051_MAG3.fasta,235_1,0.010000000000000009,average,fastANI,235
AtH2023_SRR11126349_MAG3.fasta,235_1,0.010000000000000009,average,fastANI,235
AtH2023_SRR17241638_MAG36.fasta,235_2,0.010000000000000009,average,fastANI,235
AtH2023_ERR1135260_MAG4.fasta,236_0,0.010000000000000009,average,fastANI,236
AtH2023_SRR8960616_MAG03.fasta,237_0,0.010000000000000009,average,fastANI,237
AtH2023_SRR11489792_MAG19.fasta,238_1,0.010000000000000009,average,fastANI,238
AtH2023_SRR17241686_MAG34.fasta,238_1,0.010000000000000009,average,fastANI,238
AtH2023_SRR11125189_MAG06.fasta,238_2,0.010000000000000009,average,fastANI,238
AtH2023_SRR8960490_MAG2.fasta,238_2,0.010000000000000009,average,fastANI,238
AtH2023_SRR8960611_MAG12.fasta,238_2,0.010000000000000009,average,fastANI,238
SRR8960777_MAG12.fasta,238_2,0.010000000000000009,average,fastANI,238
AtH2023_SRR14369150_MAG10.fasta,238_3,0.010000000000000009,average,fastANI,238
AtH2023_SRR14369228_MAG08.fasta,238_3,0.010000000000000009,average,fastANI,238
AtH2023_ERR1135200_MAG04.fasta,239_1,0.010000000000000009,average,fastANI,239
AtH2023_ERR1135209_MAG15.fasta,239_2,0.010000000000000009,average,fastANI,239
AtH2023_ERR1135187_MAG04.fasta,239_3,0.010000000000000009,average,fastANI,239
AtH2023_ERR1135189_MAG03.fasta,239_3,0.010000000000000009,average,fastANI,239
AtH2023_ERR1135198_MAG02.fasta,239_3,0.010000000000000009,average,fastANI,239
AtH2023_SRR8960393_MAG12.fasta,239_4,0.010000000000000009,average,fastANI,239
AtH2023_SRR8960633_MAG03.fasta,239_4,0.010000000000000009,average,fastANI,239
AtH2023_SRR5240727_MAG09.fasta,239_5,0.010000000000000009,average,fastANI,239
AtH2023_SRR17241490_MAG07.fasta,240_1,0.010000000000000009,average,fastANI,240
AtH2023_SRR17241569_MAG12.fasta,240_2,0.010000000000000009,average,fastANI,240
AtH2023_SRR17241510_MAG12.fasta,240_3,0.010000000000000009,average,fastANI,240
AtH2023_SRR17241564_MAG23.fasta,240_4,0.010000000000000009,average,fastANI,240
AtH2023_ERR1135188_MAG11.fasta,240_5,0.010000000000000009,average,fastANI,240
AtH2023_SRR8960451_MAG08.fasta,240_6,0.010000000000000009,average,fastANI,240
AtH2023_ERR1135192_MAG11.fasta,240_7,0.010000000000000009,average,fastANI,240
AtH2023_SRR8960761_MAG13.fasta,241_1,0.010000000000000009,average,fastANI,241
AtH2023_SRR8960918_MAG23.fasta,241_1,0.010000000000000009,average,fastANI,241
AtH2023_ERR1135197_MAG10.fasta,241_2,0.010000000000000009,average,fastANI,241
AtH2023_SRR17241584_MAG27.fasta,241_3,0.010000000000000009,average,fastANI,241
AtH2023_ERR1135285_MAG08.fasta,241_4,0.010000000000000009,average,fastANI,241
AtH2023_ERR1135187_MAG11.fasta,242_1,0.010000000000000009,average,fastANI,242
AtH2023_ERR1135194_MAG03.fasta,242_2,0.010000000000000009,average,fastANI,242
AtH2023_SRR11489788_MAG06.fasta,243_1,0.010000000000000009,average,fastANI,243
AtH2023_SRR17241638_MAG34.fasta,243_1,0.010000000000000009,average,fastANI,243
AtH2023_ERR1855545_MAG11.fasta,244_1,0.010000000000000009,average,fastANI,244
AtH2023_SRR11489788_MAG20.fasta,244_2,0.010000000000000009,average,fastANI,244
AtH2023_SRR8960616_MAG18.fasta,245_0,0.010000000000000009,average,fastANI,245
AtH2023_SRR8960911_MAG03.fasta,246_0,0.010000000000000009,average,fastANI,246
AtH2023_ERR1135266_MAG05.fasta,247_1,0.010000000000000009,average,fastANI,247
AtH2023_ERR1135267_MAG2.fasta,247_2,0.010000000000000009,average,fastANI,247
AtH2023_SRR11126405_MAG2.fasta,247_3,0.010000000000000009,average,fastANI,247
AtH2023_SRR8960710_MAG03.fasta,247_4,0.010000000000000009,average,fastANI,247
AtH2023_ERR1135178_MAG6.fasta,247_5,0.010000000000000009,average,fastANI,247
AtH2023_ERR1135185_MAG5.fasta,247_6,0.010000000000000009,average,fastANI,247
AtH2023_SRR17241565_MAG07.fasta,247_7,0.010000000000000009,average,fastANI,247
AtH2023_SRR17241583_MAG23.fasta,247_8,0.010000000000000009,average,fastANI,247
AtH2023_SRR11489792_MAG23.fasta,247_9,0.010000000000000009,average,fastANI,247
AtH2023_SRR17241564_MAG01.fasta,247_10,0.010000000000000009,average,fastANI,247
AtH2023_SRR8960731_MAG02.fasta,247_11,0.010000000000000009,average,fastANI,247
AtH2023_SRR8960927_MAG01.fasta,247_12,0.010000000000000009,average,fastANI,247
AtH2023_SRR11183697_MAG05.fasta,247_13,0.010000000000000009,average,fastANI,247
AtH2023_SRR14369194_MAG09.fasta,247_14,0.010000000000000009,average,fastANI,247
AtH2023_SRR8960477_MAG13.fasta,247_15,0.010000000000000009,average,fastANI,247
AtH2023_SRR8960611_MAG10.fasta,247_16,0.010000000000000009,average,fastANI,247
AtH2023_SRR8960880_MAG05.fasta,247_17,0.010000000000000009,average,fastANI,247
AtH2023_ERR1135256_MAG5.fasta,247_18,0.010000000000000009,average,fastANI,247
AtH2023_ERR1135257_MAG5.fasta,247_18,0.010000000000000009,average,fastANI,247
AtH2023_SRR14369154_MAG01.fasta,247_19,0.010000000000000009,average,fastANI,247
AtH2023_SRR17241642_MAG14.fasta,247_20,0.010000000000000009,average,fastANI,247
AtH2023_SRR8960729_MAG06.fasta,247_21,0.010000000000000009,average,fastANI,247
AtH2023_SRR8960896_MAG04.fasta,247_22,0.010000000000000009,average,fastANI,247
AtH2023_SRR8960250_MAG09.fasta,247_23,0.010000000000000009,average,fastANI,247
AtH2023_SRR8960580_MAG12.fasta,247_24,0.010000000000000009,average,fastANI,247
AtH2023_SRR17241527_MAG26.fasta,247_25,0.010000000000000009,average,fastANI,247
AtH2023_SRR17241691_MAG19.fasta,247_26,0.010000000000000009,average,fastANI,247
AtH2023_SRR8960596_MAG08.fasta,247_27,0.010000000000000009,average,fastANI,247
AtH2023_SRR8960913_MAG08.fasta,247_28,0.010000000000000009,average,fastANI,247
AtH2023_SRR8960319_MAG03.fasta,247_29,0.010000000000000009,average,fastANI,247
AtH2023_SRR8960562_MAG04.fasta,247_30,0.010000000000000009,average,fastANI,247
AtH2023_SRR8960373_MAG05.fasta,247_31,0.010000000000000009,average,fastANI,247
AtH2023_SRR8960686_MAG08.fasta,247_32,0.010000000000000009,average,fastANI,247
AtH2023_SRR8960742_MAG06.fasta,247_33,0.010000000000000009,average,fastANI,247
AtH2023_SRR17241681_MAG17.fasta,247_34,0.010000000000000009,average,fastANI,247
AtH2023_SRR8960081_MAG07.fasta,247_35,0.010000000000000009,average,fastANI,247
SRR8960777_MAG01.fasta,247_36,0.010000000000000009,average,fastANI,247
AtH2023_SRR14369139_MAG01.fasta,247_37,0.010000000000000009,average,fastANI,247
AtH2023_SRR17241544_MAG11.fasta,247_38,0.010000000000000009,average,fastANI,247
AtH2023_SRR16235690_MAG08.fasta,247_39,0.010000000000000009,average,fastANI,247
AtH2023_SRR8960393_MAG07.fasta,247_40,0.010000000000000009,average,fastANI,247
AtH2023_SRR8960976_MAG04.fasta,247_41,0.010000000000000009,average,fastANI,247
AtH2023_SRR14369259_MAG04.fasta,247_42,0.010000000000000009,average,fastANI,247
AtH2023_SRR14369295_MAG2.fasta,247_43,0.010000000000000009,average,fastANI,247
AtH2023_ERR7197522_MAG2.fasta,247_44,0.010000000000000009,average,fastANI,247
AtH2023_ERR7197523_MAG6.fasta,247_45,0.010000000000000009,average,fastANI,247
AtH2023_ERR1135217_MAG04.fasta,247_46,0.010000000000000009,average,fastANI,247
AtH2023_ERR1135218_MAG04.fasta,247_47,0.010000000000000009,average,fastANI,247
AtH2023_SRR11125090_MAG2.fasta,247_48,0.010000000000000009,average,fastANI,247
AtH2023_SRR11183735_MAG3.fasta,247_49,0.010000000000000009,average,fastANI,247
AtH2023_ERR8314777_MAG02.fasta,247_50,0.010000000000000009,average,fastANI,247
AtH2023_ERR1135226_MAG1.fasta,247_51,0.010000000000000009,average,fastANI,247
AtH2023_ERR1135229_MAG05.fasta,247_52,0.010000000000000009,average,fastANI,247
AtH2023_SRR2329666_MAG04.fasta,247_53,0.010000000000000009,average,fastANI,247
AtH2023_SRR2329775_MAG3.fasta,247_54,0.010000000000000009,average,fastANI,247
AtH2023_ERR1135215_MAG4.fasta,247_55,0.010000000000000009,average,fastANI,247
AtH2023_ERR3211755_MAG3.fasta,247_56,0.010000000000000009,average,fastANI,247
AtH2023_ERR3211942_MAG2.fasta,247_57,0.010000000000000009,average,fastANI,247
AtH2023_ERR3211947_MAG2.fasta,247_58,0.010000000000000009,average,fastANI,247
AtH2023_ERR3211938_MAG1.fasta,247_59,0.010000000000000009,average,fastANI,247
AtH2023_ERR8314731_MAG4.fasta,247_60,0.010000000000000009,average,fastANI,247
AtH2023_ERR3211845_MAG08.fasta,247_61,0.010000000000000009,average,fastANI,247
AtH2023_ERR7197542_MAG3.fasta,247_62,0.010000000000000009,average,fastANI,247
AtH2023_ERR1135224_MAG10.fasta,247_63,0.010000000000000009,average,fastANI,247
AtH2023_ERR8314772_MAG6.fasta,247_64,0.010000000000000009,average,fastANI,247
AtH2023_ERR3211939_MAG2.fasta,247_65,0.010000000000000009,average,fastANI,247
AtH2023_ERR1135355_MAG2.fasta,247_66,0.010000000000000009,average,fastANI,247
AtH2023_ERR1135367_MAG1.fasta,247_66,0.010000000000000009,average,fastANI,247
ERR1135340_MAG1.fasta,247_66,0.010000000000000009,average,fastANI,247
ERR1135348_MAG5.fasta,247_66,0.010000000000000009,average,fastANI,247
AtH2023_ERR1135311_MAG2.fasta,247_67,0.010000000000000009,average,fastANI,247
AtH2023_ERR1135324_MAG2.fasta,247_67,0.010000000000000009,average,fastANI,247
AtH2023_ERR1135327_MAG04.fasta,247_68,0.010000000000000009,average,fastANI,247
AtH2023_ERR1135293_MAG3.fasta,247_69,0.010000000000000009,average,fastANI,247
AtH2023_ERR1135223_MAG4.fasta,247_70,0.010000000000000009,average,fastANI,247
AtH2023_ERR1135238_MAG2.fasta,247_71,0.010000000000000009,average,fastANI,247
AtH2023_ERR1135228_MAG5.fasta,247_72,0.010000000000000009,average,fastANI,247
AtH2023_ERR1135241_MAG6.fasta,247_72,0.010000000000000009,average,fastANI,247
AtH2023_ERR1135242_MAG2.fasta,247_73,0.010000000000000009,average,fastANI,247
AtH2023_ERR1135248_MAG3.fasta,247_73,0.010000000000000009,average,fastANI,247
AtH2023_ERR1135243_MAG5.fasta,247_74,0.010000000000000009,average,fastANI,247
AtH2023_ERR1135246_MAG3.fasta,247_75,0.010000000000000009,average,fastANI,247
AtH2023_ERR1135234_MAG3.fasta,247_76,0.010000000000000009,average,fastANI,247
AtH2023_ERR1135247_MAG04.fasta,247_77,0.010000000000000009,average,fastANI,247
AtH2023_ERR1135244_MAG4.fasta,247_78,0.010000000000000009,average,fastANI,247
AtH2023_ERR1135235_MAG4.fasta,247_79,0.010000000000000009,average,fastANI,247
AtH2023_ERR1135227_MAG2.fasta,247_80,0.010000000000000009,average,fastANI,247
AtH2023_ERR3211803_MAG4.fasta,247_81,0.010000000000000009,average,fastANI,247
AtH2023_ERR1135232_MAG5.fasta,247_82,0.010000000000000009,average,fastANI,247
AtH2023_SRR2329609_MAG1.fasta,247_83,0.010000000000000009,average,fastANI,247
AtH2023_ERR3211781_MAG2.fasta,247_84,0.010000000000000009,average,fastANI,247
ERR1135431_MAG4.fasta,247_85,0.010000000000000009,average,fastANI,247
AtH2023_ERR1135270_MAG4.fasta,247_86,0.010000000000000009,average,fastANI,247
AtH2023_ERR1135216_MAG6.fasta,247_87,0.010000000000000009,average,fastANI,247
AtH2023_ERR1135184_MAG01.fasta,247_88,0.010000000000000009,average,fastANI,247
AtH2023_ERR8314740_MAG1.fasta,247_89,0.010000000000000009,average,fastANI,247
AtH2023_ERR1135456_MAG03.fasta,247_90,0.010000000000000009,average,fastANI,247
AtH2023_SRR11489784_MAG05.fasta,247_91,0.010000000000000009,average,fastANI,247
AtH2023_ERR3211894_MAG1.fasta,247_92,0.010000000000000009,average,fastANI,247
AtH2023_ERR1135214_MAG08.fasta,247_93,0.010000000000000009,average,fastANI,247
AtH2023_SRR11125706_MAG1.fasta,247_94,0.010000000000000009,average,fastANI,247
AtH2023_SRR11126356_MAG3.fasta,247_95,0.010000000000000009,average,fastANI,247
AtH2023_SRR8960746_MAG06.fasta,247_96,0.010000000000000009,average,fastANI,247
AtH2023_SRR8960192_MAG09.fasta,247_97,0.010000000000000009,average,fastANI,247
AtH2023_SRR8960412_MAG14.fasta,247_98,0.010000000000000009,average,fastANI,247
AtH2023_SRR8960158_MAG06.fasta,247_99,0.010000000000000009,average,fastANI,247
AtH2023_SRR8960864_MAG07.fasta,247_100,0.010000000000000009,average,fastANI,247
AtH2023_SRR8960888_MAG06.fasta,247_101,0.010000000000000009,average,fastANI,247
AtH2023_SRR8960663_MAG05.fasta,247_102,0.010000000000000009,average,fastANI,247
AtH2023_SRR11125925_MAG2.fasta,247_103,0.010000000000000009,average,fastANI,247
AtH2023_SRR8960386_MAG10.fasta,247_104,0.010000000000000009,average,fastANI,247
AtH2023_SRR8960575_MAG05.fasta,247_105,0.010000000000000009,average,fastANI,247
SRR11124915_MAG3.fasta,247_106,0.010000000000000009,average,fastANI,247
AtH2023_SRR8960136_MAG2.fasta,247_107,0.010000000000000009,average,fastANI,247
AtH2023_SRR8960411_MAG9.fasta,247_108,0.010000000000000009,average,fastANI,247
AtH2023_SRR11125087_MAG2.fasta,247_109,0.010000000000000009,average,fastANI,247
AtH2023_SRR8960473_MAG04.fasta,247_110,0.010000000000000009,average,fastANI,247
AtH2023_SRR8960962_MAG11.fasta,247_111,0.010000000000000009,average,fastANI,247
AtH2023_SRR8960985_MAG19.fasta,247_112,0.010000000000000009,average,fastANI,247
AtH2023_SRR8960403_MAG04.fasta,247_113,0.010000000000000009,average,fastANI,247
AtH2023_SRR11125189_MAG01.fasta,247_114,0.010000000000000009,average,fastANI,247
AtH2023_SRR11183552_MAG01.fasta,247_115,0.010000000000000009,average,fastANI,247
AtH2023_SRR8960498_MAG05.fasta,247_116,0.010000000000000009,average,fastANI,247
AtH2023_SRR8960827_MAG14.fasta,247_117,0.010000000000000009,average,fastANI,247
SRR8960980_MAG02.fasta,247_118,0.010000000000000009,average,fastANI,247
AtH2023_SRR21357591_MAG05.fasta,247_119,0.010000000000000009,average,fastANI,247
SRR8198110_MAG07.fasta,247_120,0.010000000000000009,average,fastANI,247
AtH2023_SRR17241510_MAG20.fasta,247_121,0.010000000000000009,average,fastANI,247
AtH2023_SRR11183770_MAG4.fasta,247_122,0.010000000000000009,average,fastANI,247
AtH2023_SRR18048901_MAG06.fasta,247_123,0.010000000000000009,average,fastANI,247
AtH2023_SRR11805640_MAG02.fasta,247_124,0.010000000000000009,average,fastANI,247
AtH2023_ERR1135186_MAG3.fasta,247_125,0.010000000000000009,average,fastANI,247
AtH2023_ERR1135194_MAG07.fasta,247_126,0.010000000000000009,average,fastANI,247
AtH2023_SRR10209687_MAG08.fasta,247_127,0.010000000000000009,average,fastANI,247
AtH2023_ERR1135426_MAG4.fasta,247_128,0.010000000000000009,average,fastANI,247
AtH2023_SRR22460808_MAG2.fasta,247_129,0.010000000000000009,average,fastANI,247
AtH2023_SRR11184022_MAG2.fasta,247_130,0.010000000000000009,average,fastANI,247
AtH2023_SRR8960668_MAG2.fasta,247_131,0.010000000000000009,average,fastANI,247
AtH2023_SRR17241501_MAG14.fasta,247_132,0.010000000000000009,average,fastANI,247
AtH2023_SRR8960616_MAG08.fasta,247_133,0.010000000000000009,average,fastANI,247
AtH2023_SRR17241603_MAG24.fasta,247_134,0.010000000000000009,average,fastANI,247
AtH2023_ERR1135269_MAG2.fasta,247_135,0.010000000000000009,average,fastANI,247
AtH2023_SRR17241617_MAG10.fasta,247_136,0.010000000000000009,average,fastANI,247
AtH2023_SRR8960486_MAG10.fasta,247_137,0.010000000000000009,average,fastANI,247
AtH2023_SRR11489778_MAG04.fasta,247_138,0.010000000000000009,average,fastANI,247
AtH2023_SRR16235699_MAG07.fasta,247_139,0.010000000000000009,average,fastANI,247
AtH2023_SRR10209677_MAG5.fasta,247_140,0.010000000000000009,average,fastANI,247
AtH2023_SRR11126203_MAG5.fasta,247_141,0.010000000000000009,average,fastANI,247
AtH2023_SRR21357864_MAG01.fasta,247_142,0.010000000000000009,average,fastANI,247
AtH2023_SRR17241613_MAG16.fasta,247_143,0.010000000000000009,average,fastANI,247
AtH2023_SRR15732368_MAG07.fasta,247_144,0.010000000000000009,average,fastANI,247
AtH2023_SRR17241645_MAG16.fasta,247_145,0.010000000000000009,average,fastANI,247
AtH2023_SRR17241646_MAG10.fasta,247_146,0.010000000000000009,average,fastANI,247
AtH2023_ERR1135187_MAG17.fasta,248_1,0.010000000000000009,average,fastANI,248
AtH2023_ERR1135213_MAG10.fasta,248_1,0.010000000000000009,average,fastANI,248
AtH2023_SRR17241603_MAG26.fasta,249_1,0.010000000000000009,average,fastANI,249
AtH2023_SRR17241646_MAG13.fasta,249_2,0.010000000000000009,average,fastANI,249
AtH2023_SRR17241501_MAG13.fasta,249_3,0.010000000000000009,average,fastANI,249
AtH2023_SRR17241645_MAG04.fasta,249_4,0.010000000000000009,average,fastANI,249
AtH2023_ERR1135426_MAG5.fasta,249_5,0.010000000000000009,average,fastANI,249
AtH2023_SRR17241584_MAG03.fasta,249_6,0.010000000000000009,average,fastANI,249
AtH2023_SRR8960633_MAG05.fasta,249_7,0.010000000000000009,average,fastANI,249
AtH2023_SRR8960715_MAG11.fasta,249_8,0.010000000000000009,average,fastANI,249
AtH2023_ERR1135198_MAG03.fasta,249_9,0.010000000000000009,average,fastANI,249
AtH2023_SRR17241510_MAG25.fasta,249_10,0.010000000000000009,average,fastANI,249
AtH2023_SRR8655118_MAG26.fasta,250_1,0.010000000000000009,average,fastANI,250
SRR8655112_MAG22.fasta,250_1,0.010000000000000009,average,fastANI,250
AtH2023_ERR1135205_MAG07.fasta,251_1,0.010000000000000009,average,fastANI,251
AtH2023_ERR1135268_MAG06.fasta,251_2,0.010000000000000009,average,fastANI,251
AtH2023_SRR16235700_MAG06.fasta,251_3,0.010000000000000009,average,fastANI,251
AtH2023_SRR21376896_MAG11.fasta,251_4,0.010000000000000009,average,fastANI,251
AtH2023_ERR1855545_MAG03.fasta,251_5,0.010000000000000009,average,fastANI,251
SRR8655112_MAG02.fasta,252_0,0.010000000000000009,average,fastANI,252
AtH2023_SRR16235693_MAG10.fasta,253_1,0.010000000000000009,average,fastANI,253
SRR5240729_MAG3.fasta,253_2,0.010000000000000009,average,fastANI,253
AtH2023_SRR15732368_MAG05.fasta,253_3,0.010000000000000009,average,fastANI,253
AtH2023_SRR19906118_MAG04.fasta,254_0,0.010000000000000009,average,fastANI,254
AtH2023_SRR14369170_MAG09.fasta,255_0,0.010000000000000009,average,fastANI,255
ERR1135219_MAG8.fasta,256_0,0.010000000000000009,average,fastANI,256
AtH2023_ERR1135187_MAG19.fasta,257_1,0.010000000000000009,average,fastANI,257
AtH2023_ERR1135190_MAG07.fasta,257_1,0.010000000000000009,average,fastANI,257
AtH2023_ERR1135192_MAG09.fasta,257_1,0.010000000000000009,average,fastANI,257
AtH2023_SRR11489792_MAG34.fasta,258_1,0.010000000000000009,average,fastANI,258
AtH2023_SRR21357591_MAG20.fasta,258_1,0.010000000000000009,average,fastANI,258
AtH2023_SRR14369228_MAG01.fasta,258_2,0.010000000000000009,average,fastANI,258
AtH2023_SRR17241569_MAG32.fasta,258_3,0.010000000000000009,average,fastANI,258
AtH2023_SRR8960667_MAG5.fasta,258_4,0.010000000000000009,average,fastANI,258
AtH2023_SRR8960393_MAG24.fasta,259_0,0.010000000000000009,average,fastANI,259
AtH2023_ERR1135190_MAG01.fasta,260_1,0.010000000000000009,average,fastANI,260
AtH2023_SRR5666658_MAG1.fasta,260_2,0.010000000000000009,average,fastANI,260
AtH2023_SRR8960209_MAG7.fasta,261_0,0.010000000000000009,average,fastANI,261
AtH2023_SRR8960888_MAG15.fasta,262_0,0.010000000000000009,average,fastANI,262
AtH2023_SRR21357815_MAG23.fasta,263_0,0.010000000000000009,average,fastANI,263
AtH2023_SRR11126019_MAG11.fasta,264_1,0.010000000000000009,average,fastANI,264
AtH2023_SRR11126180_MAG2.fasta,264_1,0.010000000000000009,average,fastANI,264
AtH2023_SRR8960615_MAG08.fasta,264_1,0.010000000000000009,average,fastANI,264
AtH2023_SRR8960688_MAG09.fasta,264_1,0.010000000000000009,average,fastANI,264
AtH2023_SRR8960927_MAG08.fasta,264_1,0.010000000000000009,average,fastANI,264
AtH2023_SRR11184045_MAG1.fasta,264_2,0.010000000000000009,average,fastANI,264
AtH2023_SRR17241527_MAG01.fasta,264_2,0.010000000000000009,average,fastANI,264
AtH2023_SRR17241691_MAG35.fasta,264_2,0.010000000000000009,average,fastANI,264
SRR8960777_MAG06.fasta,264_2,0.010000000000000009,average,fastANI,264
SRR8960980_MAG11.fasta,264_2,0.010000000000000009,average,fastANI,264
AtH2023_SRR17241686_MAG19.fasta,264_3,0.010000000000000009,average,fastANI,264
AtH2023_SRR8655118_MAG35.fasta,265_0,0.010000000000000009,average,fastANI,265
AtH2023_ERR1135188_MAG06.fasta,266_0,0.010000000000000009,average,fastANI,266
AtH2023_SRR8655118_MAG22.fasta,267_1,0.010000000000000009,average,fastANI,267
SRR8655112_MAG34.fasta,267_1,0.010000000000000009,average,fastANI,267
AtH2023_SRR8655118_MAG33.fasta,268_0,0.010000000000000009,average,fastANI,268
AtH2023_SRR8960132_MAG10.fasta,269_0,0.010000000000000009,average,fastANI,269
AtH2023_SRR17241564_MAG10.fasta,270_1,0.010000000000000009,average,fastANI,270
AtH2023_SRR17241623_MAG27.fasta,270_2,0.010000000000000009,average,fastANI,270
AtH2023_SRR11185229_MAG10.fasta,270_3,0.010000000000000009,average,fastANI,270
AtH2023_SRR17241617_MAG16.fasta,270_4,0.010000000000000009,average,fastANI,270
AtH2023_SRR16235699_MAG01.fasta,271_0,0.010000000000000009,average,fastANI,271
AtH2023_SRR8960729_MAG07.fasta,272_0,0.010000000000000009,average,fastANI,272
AtH2023_SRR8960913_MAG09.fasta,273_0,0.010000000000000009,average,fastANI,273
AtH2023_SRR15462281_MAG1.fasta,274_0,0.010000000000000009,average,fastANI,274
AtH2023_SRR16235699_MAG25.fasta,275_1,0.010000000000000009,average,fastANI,275
AtH2023_SRR17241646_MAG08.fasta,275_2,0.010000000000000009,average,fastANI,275
AtH2023_SRR8960715_MAG10.fasta,276_0,0.010000000000000009,average,fastANI,276
AtH2023_SRR8960393_MAG06.fasta,277_1,0.010000000000000009,average,fastANI,277
AtH2023_SRR8960643_MAG07.fasta,277_2,0.010000000000000009,average,fastANI,277
AtH2023_SRR17241642_MAG01.fasta,278_0,0.010000000000000009,average,fastANI,278
AtH2023_SRR8960412_MAG22.fasta,279_1,0.010000000000000009,average,fastANI,279
AtH2023_SRR8960477_MAG10.fasta,279_1,0.010000000000000009,average,fastANI,279
AtH2023_SRR11183380_MAG2.fasta,279_2,0.010000000000000009,average,fastANI,279
AtH2023_SRR11126065_MAG2.fasta,279_3,0.010000000000000009,average,fastANI,279
AtH2023_SRR11126106_MAG3.fasta,279_3,0.010000000000000009,average,fastANI,279
AtH2023_SRR8960303_MAG06.fasta,279_3,0.010000000000000009,average,fastANI,279
AtH2023_SRR8960721_MAG05.fasta,279_3,0.010000000000000009,average,fastANI,279
AtH2023_SRR8960486_MAG14.fasta,279_4,0.010000000000000009,average,fastANI,279
AtH2023_SRR10209677_MAG4.fasta,279_5,0.010000000000000009,average,fastANI,279
AtH2023_ERR1135268_MAG04.fasta,279_6,0.010000000000000009,average,fastANI,279
AtH2023_ERR1135269_MAG3.fasta,279_7,0.010000000000000009,average,fastANI,279
AtH2023_ERR1135214_MAG09.fasta,279_8,0.010000000000000009,average,fastANI,279
AtH2023_ERR1135222_MAG2.fasta,279_9,0.010000000000000009,average,fastANI,279
AtH2023_ERR1135216_MAG7.fasta,279_10,0.010000000000000009,average,fastANI,279
AtH2023_ERR1135217_MAG02.fasta,279_11,0.010000000000000009,average,fastANI,279
AtH2023_ERR1135218_MAG09.fasta,279_12,0.010000000000000009,average,fastANI,279
AtH2023_ERR1135215_MAG2.fasta,279_13,0.010000000000000009,average,fastANI,279
AtH2023_SRR8960580_MAG22.fasta,279_14,0.010000000000000009,average,fastANI,279
AtH2023_SRR8960188_MAG3.fasta,280_1,0.010000000000000009,average,fastANI,280
AtH2023_SRR8960761_MAG08.fasta,280_2,0.010000000000000009,average,fastANI,280
AtH2023_SRR14369194_MAG07.fasta,280_3,0.010000000000000009,average,fastANI,280
AtH2023_SRR17241691_MAG13.fasta,280_4,0.010000000000000009,average,fastANI,280
AtH2023_SRR17241646_MAG25.fasta,280_5,0.010000000000000009,average,fastANI,280
AtH2023_SRR16235693_MAG12.fasta,281_0,0.010000000000000009,average,fastANI,281
AtH2023_SRR15732361_MAG3.fasta,282_0,0.010000000000000009,average,fastANI,282
SRR8655112_MAG32.fasta,283_0,0.010000000000000009,average,fastANI,283
AtH2023_SRR18048901_MAG11.fasta,284_0,0.010000000000000009,average,fastANI,284
AtH2023_SRR8960663_MAG17.fasta,285_0,0.010000000000000009,average,fastANI,285
AtH2023_SRR8655118_MAG03.fasta,286_1,0.010000000000000009,average,fastANI,286
SRR8655112_MAG10.fasta,286_1,0.010000000000000009,average,fastANI,286
AtH2023_SRR11125405_MAG1.fasta,287_1,0.010000000000000009,average,fastANI,287
AtH2023_SRR8960243_MAG02.fasta,287_1,0.010000000000000009,average,fastANI,287
AtH2023_SRR8960639_MAG13.fasta,287_1,0.010000000000000009,average,fastANI,287
AtH2023_SRR8960827_MAG03.fasta,287_1,0.010000000000000009,average,fastANI,287
AtH2023_SRR17241569_MAG41.fasta,287_2,0.010000000000000009,average,fastANI,287
AtH2023_SRR17241642_MAG22.fasta,287_3,0.010000000000000009,average,fastANI,287
AtH2023_SRR11185239_MAG16.fasta,288_1,0.010000000000000009,average,fastANI,288
AtH2023_SRR11185252_MAG04.fasta,288_1,0.010000000000000009,average,fastANI,288
AtH2023_SRR16235700_MAG19.fasta,288_2,0.010000000000000009,average,fastANI,288
AtH2023_SRR17241508_MAG37.fasta,288_3,0.010000000000000009,average,fastANI,288
AtH2023_SRR16235699_MAG08.fasta,288_4,0.010000000000000009,average,fastANI,288
AtH2023_SRR11185246_MAG25.fasta,288_5,0.010000000000000009,average,fastANI,288
AtH2023_SRR11183914_MAG4.fasta,289_1,0.010000000000000009,average,fastANI,289
